"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","6600","","","","0"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","6827","","","","0"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","7257","","","","0"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","6772","","","","0"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","5782","","","","0"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","4951","","","","0"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","5827","","","","0"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, persons charged","Number","223","units","0","v66789782","94.1.7","5983","","","","0"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1840.50","","","","2"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1806.22","","","","2"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1837.17","","","","2"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1918.38","","","","2"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1752.11","","","","2"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1459.86","","","","2"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1226.51","","","","2"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1390.96","","","","2"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v66789783","94.1.8","1369.58","","","","2"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","6066","","","","0"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","6045","","","","0"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","6321","","","","0"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","6808","","","","0"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","6406","","","","0"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","5603","","","","0"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","4773","","","","0"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","5496","","","","0"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, adult charged","Number","223","units","0","v66789784","94.1.9","5507","","","","0"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1808.68","","","","2"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1774.99","","","","2"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1822.77","","","","2"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1926.11","","","","2"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1772.82","","","","2"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1513.31","","","","2"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1264.86","","","","2"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1403.34","","","","2"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v66789785","94.1.10","1348.48","","","","2"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","559","","","","0"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","555","","","","0"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","506","","","","0"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","449","","","","0"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","366","","","","0"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","179","","","","0"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","178","","","","0"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","331","","","","0"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth charged","Number","223","units","0","v66789786","94.1.11","476","","","","0"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","2274.85","","","","2"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","2234.30","","","","2"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","2038.35","","","","2"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","1808.37","","","","2"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","1454.69","","","","2"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","693.37","","","","2"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","676.45","","","","2"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","1213.25","","","","2"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789787","94.1.12","1672.35","","","","2"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","575","","","","0"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","516","","","","0"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","532","","","","0"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","521","","","","0"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","360","","","","0"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","261","","","","0"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","255","","","","0"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","219","","","","0"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v66789788","94.1.13","326","","","","0"
"2015","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","2339.97","","","","2"
"2016","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","2077.29","","","","2"
"2017","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","2143.09","","","","2"
"2018","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","2098.35","","","","2"
"2019","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","1430.84","","","","2"
"2020","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","1011.00","","","","2"
"2021","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","969.07","","","","2"
"2022","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","802.73","","","","2"
"2023","Halifax Metropolitan Area, Nova Scotia, municipal [12099]","2021A002512099","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v66789789","94.1.14","1145.35","","","","2"


