,,,"Calgary, City [Census subdivision], Alberta",,,,,,"Alberta [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Age characteristics","    50 to 54 years",,   86890,,   43590,,   43295,,  284310,,  142205,,  142100,
"Age characteristics","    55 to 59 years",,   82265,,   41220,,   41045,,  275540,,  138565,,  136970,
"Age characteristics","    60 to 64 years",,   65120,,   32675,,   32440,,  226230,,  113440,,  112790,
"Age characteristics","  65 years and over",,  138405,,   63120,,   75285,,  500215,,  231690,,  268530,
"Age characteristics","    65 to 69 years",,   48920,,   23915,,   25005,,  173680,,   85500,,   88180,
"Age characteristics","    70 to 74 years",,   31590,,   15040,,   16550,,  117035,,   56430,,   60610,
"Age characteristics","    75 to 79 years",,   22715,,   10220,,   12495,,   83955,,   39105,,   44845,
"Age characteristics","    80 to 84 years",,   17315,,    7495,,    9820,,   62165,,   27590,,   34575,
"Age characteristics","    85 years and over",,   17860,,    6455,,   11410,,   63385,,   23065,,   40320,
"Age characteristics","      85 to 89 years",,   11435,,    4505,,    6930,,   39965,,   16050,,   23915,
"Age characteristics","      90 to 94 years",,    4925,,    1595,,    3335,,   18025,,    5755,,   12275,
"Age characteristics","      95 to 99 years",,    1335,,     335,,    1000,,    4735,,    1145,,    3595,
"Age characteristics","      100 years and over",,     160,,      15,,     145,,     650,,     115,,     535,
"Age characteristics","Total - Distribution (%) of the population by broad age groups - 100% data",,  100.0,,  100.0,,  100.0,,  100.0,,  100.0,,  100.0,
"Age characteristics","  0 to 14 years",,   18.3,,   18.8,,   17.8,,   19.2,,   19.6,,   18.7,
"Age characteristics","  15 to 64 years",,   70.5,,   70.9,,   70.1,,   68.5,,   69.0,,   68.0,
"Age characteristics","  65 years and over",,   11.2,,   10.2,,   12.1,,   12.3,,   11.4,,   13.2,
"Age characteristics","    85 years and over",,    1.4,,    1.0,,    1.8,,    1.6,,    1.1,,    2.0,
"Age characteristics","Average age of the population",,   37.6,,   37.0,,   38.2,,   37.8,,   37.2,,   38.4,
"Age characteristics","Median age of the population",,   36.7,,   36.2,,   37.1,,   36.7,,   36.2,,   37.2,
"Household and dwelling characteristics","Total - Occupied private dwellings by structural type of dwelling - 100% data",5,  466725,,,...,,..., 1527675,,,...,,...
"Household and dwelling characteristics","  Single-detached house",,  262950,,,...,,...,  946225,,,...,,...
"Household and dwelling characteristics","  Apartment in a building that has five or more storeys",,   32885,,,...,,...,   62395,,,...,,...
"Household and dwelling characteristics","  Other attached dwelling",6,  168855,,,...,,...,  471090,,,...,,...
"Household and dwelling characteristics","    Semi-detached house",,   29270,,,...,,...,   86765,,,...,,...
"Household and dwelling characteristics","    Row house",,   44675,,,...,,...,  116625,,,...,,...
"Household and dwelling characteristics","    Apartment or flat in a duplex",,   21865,,,...,,...,   43090,,,...,,...
"Household and dwelling characteristics","    Apartment in a building that has fewer than five storeys",,   72850,,,...,,...,  223360,,,...,,...
"Household and dwelling characteristics","    Other single-attached house",,     200,,,...,,...,    1245,,,...,,...
"Household and dwelling characteristics","  Movable dwelling",7,    2030,,,...,,...,   47970,,,...,,...
"Household and dwelling characteristics","Total - Private households by household size - 100% data",8,  466725,,,...,,..., 1527675,,,...,,...
"Household and dwelling characteristics","  1 person",,  114185,,,...,,...,  366080,,,...,,...
"Household and dwelling characteristics","  2 persons",,  150820,,,...,,...,  524415,,,...,,...
"Household and dwelling characteristics","  3 persons",,   78495,,,...,,...,  245075,,,...,,...
"Household and dwelling characteristics","  4 persons",,   75330,,,...,,...,  233770,,,...,,...
"Household and dwelling characteristics","  5 or more persons",,   47890,,,...,,...,  158335,,,...,,...
"Household and dwelling characteristics","Number of persons in private households",, 1222325,,,...,,..., 3978145,,,...,,...
"Household and dwelling characteristics","Average household size",,    2.6,,,...,,...,    2.6,,,...,,...
"Marital status","Total - Marital status for the population aged 15 years and over - 100% data",9, 1012245,,  501720,,  510520,, 3288020,, 1639835,, 1648185,
"Marital status","  Married or living common law",,  596630,,  299175,,  297455,, 1969300,,  988410,,  980895,
"Marital status","    Married",,  506625,,  254030,,  252600,, 1648945,,  828155,,  820790,
"Marital status","    Living common law",,   90005,,   45145,,   44860,,  320350,,  160250,,  160100,
"Marital status","  Not married and not living common law",,  415610,,  202545,,  213065,, 1318720,,  651430,,  667290,
"Marital status","    Never married",,  293200,,  160610,,  132585,,  905700,,  505310,,  400390,
"Marital status","    Separated",,   22285,,    9740,,   12545,,   76150,,   34000,,   42150,
"Marital status","    Divorced",,   62270,,   24270,,   38000,,  195850,,   82040,,  113815,
"Marital status","    Widowed",,   37860,,    7920,,   29935,,  141020,,   30080,,  110940,
"Family characteristics","Total - Census families in private households by family size - 100% data",10,  337125,,,...,,..., 1114585,,,...,,...
"Family characteristics","  2 persons",,  155535,,,...,,...,  540850,,,...,,...
"Family characteristics","  3 persons",,   75950,,,...,,...,  235245,,,...,,...
"Family characteristics","  4 persons",,   74800,,,...,,...,  227165,,,...,,...
"Family characteristics","  5 or more persons",,   30835,,,...,,...,  111330,,,...,,...
"Family characteristics","Average size of census families",,    3.0,,,...,,...,    3.0,,,...,,...
"Family characteristics","Total number of census families in private households - 100% data",11,  337125,,,...,,..., 1114585,,,...,,...
"Family characteristics","  Total couple families",,  289540,,,...,,...,  953325,,,...,,...
"Family characteristics","    Married couples",,  244545,,,...,,...,  793195,,,...,,...
"Family characteristics","    Common-law couples",,   44990,,,...,,...,  160130,,,...,,...
"Family characteristics","  Total lone-parent families by sex of parent",,   47580,,,...,,...,  161260,,,...,,...
"Family characteristics","    Female parent",,   37090,,,...,,...,  123490,,,...,,...
"Family characteristics","    Male parent",,   10500,,,...,,...,   37770,,,...,,...
"Family characteristics","Total - Couple census families in private households - 100% data",,  289540,,,...,,...,  953325,,,...,,...
"Family characteristics","  Couples without children",,  126120,,,...,,...,  443665,,,...,,...
"Family characteristics","  Couples with children",,  163420,,,...,,...,  509655,,,...,,...
"Family characteristics","    1 child",,   62440,,,...,,...,  190010,,,...,,...
"Family characteristics","    2 children",,   71345,,,...,,...,  213910,,,...,,...
"Family characteristics","    3 or more children",,   29630,,,...,,...,  105735,,,...,,...
"Family characteristics","Total - Lone-parent census families in private households - 100% data",,   47585,,,...,,...,  161260,,,...,,...
"Family characteristics","  1 child",,   29415,,,...,,...,   97180,,,...,,...
"Family characteristics","  2 children",,   13510,,,...,,...,   45235,,,...,,...
"Family characteristics","  3 or more children",,    4660,,,...,,...,   18845,,,...,,...
"Family characteristics","Total - Persons not in census families in private households - 100% data",,  219585,,  112510,,  107075,,  678535,,  356875,,  321655,
"Household type","Total - Private households by household type - 100% data",12,  466725,,,...,,..., 1527675,,,...,,...
"Household type","  One-census-family households",,  310260,,,...,,..., 1039985,,,...,,...
"Household type","    Without children in a census family",13,  115180,,,...,,...,  414570,,,...,,...
"Household type","    With children in a census family",14,  195090,,,...,,...,  625415,,,...,,...
"Household type","  Multiple-census-family households",,   12935,,,...,,...,   36120,,,...,,...
"Household type","  Non-census-family households",,  143525,,,...,,...,  451570,,,...,,...
"Household type","    One-person households",,  114190,,,...,,...,  366080,,,...,,...
"Household type","    Two-or-more person non-census-family households",,   29335,,,...,,...,   85490,,,...,,...
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",15, 1227995,,  612735,,  615255,, 4026650,, 2020510,, 2006140,
"Knowledge of official languages","  English only",, 1108175,,  558845,,  549330,, 3698765,, 1869670,, 1829095,
"Knowledge of official languages","  French only",,    1170,,     510,,     660,,    3895,,    1725,,    2165,
"Knowledge of official languages","  English and French",,   89400,,   41380,,   48015,,  264720,,  124400,,  140315,
"Knowledge of official languages","  Neither English nor French",,   29245,,   11995,,   17250,,   59280,,   24715,,   34565,
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",16, 1227990,,  612735,,  615260,, 4026650,, 2020510,, 2006140,
"First official language spoken","  English",, 1172990,,  587775,,  585215,, 3880685,, 1950980,, 1929705,
"First official language spoken","  French",,   18965,,    9605,,    9365,,   71535,,   37205,,   34330,
"First official language spoken","  English and French",,    7405,,    3665,,    3740,,   16605,,    8350,,    8255,
"First official language spoken","  Neither English nor French",,   28630,,   11690,,   16945,,   57830,,   23970,,   33860,
"First official language spoken","Official language minority (number)",17,   22670,,   11440,,   11230,,   79840,,   41380,,   38455,
"First official language spoken","Official language minority (percentage)",17,    1.8,,    1.9,,    1.8,,    2.0,,    2.0,,    1.9,
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",18, 1227990,,  612735,,  615260,, 4026650,, 2020510,, 2006140,
"Mother tongue","  Single responses",, 1189870,,  594175,,  595695,, 3934580,, 1975615,, 1958970,
"Mother tongue","    Official languages",,  824965,,  418045,,  406920,, 3063640,, 1552475,, 1511165,
"Mother tongue","      English",,  806815,,  408850,,  397965,, 2991485,, 1515025,, 1476460,
"Mother tongue","      French",,   18150,,    9195,,    8955,,   72150,,   37450,,   34705,
"Mother tongue","    Non-official languages",,  364905,,  176130,,  188775,,  870940,,  423140,,  447805,
"Mother tongue","      Aboriginal languages",,     690,,     255,,     440,,   23835,,   11290,,   12550,
"Mother tongue","        Algonquian languages",,     485,,     185,,     300,,   18295,,    8665,,    9630,
"Mother tongue","          Blackfoot",,     225,,      85,,     135,,    2750,,    1305,,    1445,
"Mother tongue","          Cree-Montagnais languages",,     190,,      80,,     115,,   14960,,    7105,,    7850,
"Mother tongue","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Montagnais (Innu)",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","            Moose Cree",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Naskapi",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Northern East Cree",,       0,,       0,,       0,,      50,,      15,,      35,
"Mother tongue","            Plains Cree",,      50,,      20,,      30,,     720,,     280,,     435,
"Mother tongue","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Swampy Cree",,      10,,       0,,       5,,      50,,      20,,      35,
"Mother tongue","            Woods Cree",,      10,,       0,,       5,,     910,,     430,,     480,
"Mother tongue","            Cree; n.o.s.",,     125,,      55,,      70,,   13220,,    6355,,    6865,
"Mother tongue","          Eastern Algonquian languages",,      10,,       5,,       0,,      30,,      15,,      15,
"Mother tongue","            Malecite",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","            Mi'kmaq",,      10,,       5,,       0,,      35,,      20,,      15,
"Mother tongue","          Ojibway-Potawatomi languages",,      60,,      15,,      45,,     550,,     235,,     315,
"Mother tongue","            Algonquin",,       0,,       5,,       0,,       5,,       0,,       5,
"Mother tongue","            Ojibway",,      55,,      10,,      45,,     525,,     230,,     300,
"Mother tongue","            Oji-Cree",,       5,,       0,,       0,,      15,,       5,,      15,
"Mother tongue","            Ottawa (Odawa)",,       5,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","        Athabaskan languages",,      55,,      20,,      30,,    1865,,     865,,    1000,
"Mother tongue","          Northern Athabaskan languages",,      50,,      20,,      35,,    1855,,     860,,     990,
"Mother tongue","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Beaver",,       0,,       0,,       0,,      35,,      15,,      15,
"Mother tongue","            Carrier",,       0,,       5,,       0,,      15,,       0,,      15,
"Mother tongue","            Chilcotin",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","            Dene",,      15,,      10,,      10,,    1470,,     710,,     760,
"Mother tongue","            Dogrib (Tlicho)",,       0,,       0,,       5,,      40,,      10,,      30,
"Mother tongue","            Gwich'in",,       5,,       0,,       0,,      15,,       5,,      10,
"Mother tongue","            Sarsi (Sarcee)",,      20,,       5,,      10,,      70,,      20,,      45,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       5,,       0,,       5,,     200,,      90,,     115,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,      10,,       5,,      10,
"Mother tongue","              South Slavey",,       0,,       0,,       5,,     155,,      70,,      80,
"Mother tongue","              Slavey; n.o.s.",,       5,,       0,,       0,,      35,,      15,,      25,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       5,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","              Northern Tutchone",,       5,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Inuit languages",,      20,,      10,,      10,,     120,,      35,,      85,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,      25,,       5,,      10,
"Mother tongue","          Inuktitut",,       5,,       0,,       0,,      60,,      20,,      45,
"Mother tongue","          Inuit languages; n.i.e.",,       5,,       0,,      10,,      35,,      10,,      30,
"Mother tongue","        Iroquoian languages",,       5,,       0,,       5,,      10,,      10,,       5,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Mohawk",,       5,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Oneida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","          Iroquoian languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","        Kutenai",,       5,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Michif",,      10,,       5,,       5,,      80,,      45,,      35,
"Mother tongue","        Salish languages",,       5,,       0,,       0,,      15,,       5,,      10,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       5,,       0,,       0,,       0,,       5,,       5,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Siouan languages",,      95,,      25,,      65,,    3370,,    1630,,    1745,
"Mother tongue","          Dakota",,      20,,      10,,      15,,     350,,     165,,     185,
"Mother tongue","          Stoney",,      70,,      20,,      50,,    3020,,    1460,,    1555,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,      15,,       5,,       5,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       5,,       5,,       5,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,      20,,      10,,      10,,      55,,      30,,      25,
"Mother tongue","      Non-Aboriginal languages",,  364210,,  175875,,  188335,,  847105,,  411850,,  435255,
"Mother tongue","        Afro-Asiatic languages",,   28975,,   15200,,   13775,,   68415,,   36215,,   32200,
"Mother tongue","          Berber languages",,     135,,      75,,      60,,     340,,     190,,     145,
"Mother tongue","            Kabyle",,      60,,      30,,      30,,     165,,      90,,      75,
"Mother tongue","            Berber languages; n.i.e.",,      70,,      45,,      30,,     175,,     100,,      75,
"Mother tongue","          Cushitic languages",,    2460,,    1225,,    1240,,   12525,,    6495,,    6030,
"Mother tongue","            Bilen",,      50,,      25,,      20,,     315,,     185,,     130,
"Mother tongue","            Oromo",,     940,,     485,,     460,,    2650,,    1375,,    1275,
"Mother tongue","            Somali",,    1460,,     705,,     755,,    9520,,    4915,,    4605,
"Mother tongue","            Cushitic languages; n.i.e.",,      10,,       5,,       5,,      40,,      20,,      20,
"Mother tongue","          Semitic languages",,   26340,,   13875,,   12465,,   55425,,   29450,,   25980,
"Mother tongue","            Amharic",,    4050,,    1955,,    2090,,    7320,,    3605,,    3720,
"Mother tongue","            Arabic",,   18390,,    9875,,    8510,,   40540,,   21840,,   18705,
"Mother tongue","            Assyrian Neo-Aramaic",,     280,,     150,,     130,,     400,,     210,,     190,
"Mother tongue","            Chaldean Neo-Aramaic",,      80,,      40,,      40,,     145,,      80,,      65,
"Mother tongue","            Harari",,      70,,      40,,      30,,     260,,     135,,     120,
"Mother tongue","            Hebrew",,     480,,     240,,     240,,     960,,     505,,     460,
"Mother tongue","            Maltese",,      30,,      15,,      20,,      75,,      30,,      40,
"Mother tongue","            Tigrigna",,    2750,,    1460,,    1290,,    5415,,    2880,,    2535,
"Mother tongue","            Semitic languages; n.i.e.",,     210,,     100,,     110,,     305,,     155,,     145,
"Mother tongue","          Afro-Asiatic languages; n.i.e.",,      45,,      30,,      15,,     130,,      80,,      50,
"Mother tongue","        Austro-Asiatic languages",,   13400,,    6260,,    7140,,   25295,,   11760,,   13535,
"Mother tongue","          Khmer (Cambodian)",,     840,,     400,,     435,,    1925,,     910,,    1010,
"Mother tongue","          Vietnamese",,   12550,,    5855,,    6695,,   23350,,   10840,,   12505,
"Mother tongue","          Austro-Asiatic languages; n.i.e",,      10,,       0,,       5,,      25,,      10,,      15,
"Mother tongue","        Austronesian languages",,   46440,,   20160,,   26280,,  115405,,   50190,,   65210,
"Mother tongue","          Bikol",,     190,,      80,,     105,,     425,,     205,,     225,
"Mother tongue","          Cebuano",,    1930,,     825,,    1105,,    5135,,    2155,,    2980,
"Mother tongue","          Fijian",,      40,,      20,,      15,,     125,,      75,,      50,
"Mother tongue","          Hiligaynon",,     665,,     260,,     400,,    1500,,     640,,     855,
"Mother tongue","          Ilocano",,    2545,,    1110,,    1435,,    5350,,    2310,,    3040,
"Mother tongue","          Malagasy",,      25,,      10,,      15,,      35,,      10,,      25,
"Mother tongue","          Malay",,     765,,     330,,     430,,    1460,,     615,,     845,
"Mother tongue","          Pampangan (Kapampangan; Pampango)",,     260,,     130,,     130,,     765,,     370,,     390,
"Mother tongue","          Pangasinan",,     125,,      50,,      75,,     290,,     115,,     175,
"Mother tongue","          Tagalog (Pilipino; Filipino)",,   39285,,   17065,,   22215,,   99035,,   43120,,   55920,
"Mother tongue","          Waray-Waray",,     140,,      70,,      75,,     305,,     145,,     160,
"Mother tongue","          Austronesian languages; n.i.e.",,     470,,     195,,     275,,     980,,     430,,     550,
"Mother tongue","        Creole languages",,     605,,     305,,     300,,    1895,,     990,,     910,
"Mother tongue","          Haitian Creole",,      15,,      10,,       5,,      95,,      45,,      50,
"Mother tongue","          Creole; n.o.s.",,     410,,     205,,     210,,    1175,,     640,,     540,
"Mother tongue","          Creole languages; n.i.e.",,     180,,      95,,      85,,     625,,     305,,     325,
"Mother tongue","        Dravidian languages",,    5145,,    2675,,    2470,,   13490,,    7075,,    6415,
"Mother tongue","          Kannada",,     285,,     140,,     145,,     535,,     270,,     265,
"Mother tongue","          Malayalam",,    2085,,    1075,,    1015,,    6345,,    3285,,    3060,
"Mother tongue","          Tamil",,    1815,,     960,,     855,,    4430,,    2360,,    2070,
"Mother tongue","          Telugu",,     930,,     495,,     435,,    2130,,    1135,,     995,
"Mother tongue","          Dravidian languages; n.i.e.",,      25,,      10,,      15,,      50,,      25,,      25,
"Mother tongue","        Hmong-Mien languages",,      90,,      45,,      45,,     105,,      55,,      45,
"Mother tongue","        Indo-European languages",,  175540,,   86895,,   88640,,  442685,,  220330,,  222355,
"Mother tongue","          Albanian",,    1325,,     700,,     625,,    2345,,    1270,,    1075,
"Mother tongue","          Armenian",,     245,,     125,,     120,,     500,,     250,,     245,
"Mother tongue","          Balto-Slavic languages",,   29595,,   13845,,   15750,,   80330,,   37750,,   42580,
"Mother tongue","            Baltic languages",,     495,,     230,,     265,,    1010,,     475,,     535,
"Mother tongue","              Latvian",,     170,,      75,,      90,,     415,,     195,,     220,
"Mother tongue","              Lithuanian",,     325,,     155,,     170,,     600,,     285,,     315,
"Mother tongue","            Slavic languages",,   29105,,   13615,,   15485,,   79325,,   37275,,   42050,
"Mother tongue","              Belarusan",,      20,,      10,,      10,,      65,,      30,,      30,
"Mother tongue","              Bosnian",,     780,,     390,,     395,,    1835,,     915,,     920,
"Mother tongue","              Bulgarian",,     925,,     475,,     450,,    1545,,     790,,     755,
"Mother tongue","              Croatian",,    1890,,     930,,     960,,    4655,,    2340,,    2320,
"Mother tongue","              Czech",,    1360,,     640,,     725,,    3000,,    1430,,    1575,
"Mother tongue","              Macedonian",,     150,,      75,,      75,,     360,,     185,,     175,
"Mother tongue","              Polish",,    7680,,    3610,,    4065,,   20130,,    9425,,   10705,
"Mother tongue","              Russian",,    9255,,    4185,,    5070,,   17810,,    8150,,    9665,
"Mother tongue","              Serbian",,    1815,,     910,,     905,,    4020,,    2035,,    1985,
"Mother tongue","              Serbo-Croatian",,     515,,     245,,     265,,     970,,     480,,     485,
"Mother tongue","              Slovak",,    1075,,     520,,     555,,    2185,,    1070,,    1115,
"Mother tongue","              Slovene (Slovenian)",,     235,,     105,,     135,,     695,,     320,,     370,
"Mother tongue","              Ukrainian",,    3345,,    1485,,    1860,,   21835,,    9985,,   11850,
"Mother tongue","              Slavic languages; n.i.e.",,      50,,      30,,      25,,     215,,     120,,     100,
"Mother tongue","          Celtic languages",,     115,,      60,,      60,,     370,,     200,,     170,
"Mother tongue","            Scottish Gaelic",,      50,,      20,,      25,,     135,,      70,,      65,
"Mother tongue","            Welsh",,      55,,      30,,      25,,     175,,      85,,      80,
"Mother tongue","            Celtic languages; n.i.e.",,      15,,      10,,      10,,      65,,      40,,      25,
"Mother tongue","          Germanic languages",,   15660,,    7500,,    8155,,  104260,,   51525,,   52735,
"Mother tongue","            Afrikaans",,     800,,     395,,     405,,    3010,,    1475,,    1535,
"Mother tongue","            Danish",,     750,,     385,,     370,,    2380,,    1245,,    1135,
"Mother tongue","            Dutch",,    3435,,    1720,,    1720,,   16135,,    8095,,    8045,
"Mother tongue","            Frisian",,      30,,      15,,      15,,     360,,     200,,     160,
"Mother tongue","            German",,    9895,,    4655,,    5245,,   80050,,   39435,,   40615,
"Mother tongue","            Icelandic",,      60,,      35,,      30,,     115,,      55,,      60,
"Mother tongue","            Norwegian",,     225,,      90,,     130,,     815,,     370,,     445,
"Mother tongue","            Swedish",,     275,,     125,,     155,,     875,,     405,,     470,
"Mother tongue","            Vlaams (Flemish)",,      90,,      45,,      50,,     320,,     150,,     170,
"Mother tongue","            Yiddish",,      80,,      40,,      45,,     140,,      70,,      70,
"Mother tongue","            Germanic languages; n.i.e.",,       5,,      10,,       0,,      55,,      30,,      25,
"Mother tongue","          Greek",,    1470,,     735,,     735,,    3130,,    1655,,    1475,
"Mother tongue","          Indo-Iranian languages",,   87130,,   44155,,   42975,,  166805,,   85250,,   81560,
"Mother tongue","            Indo-Aryan languages",,   74315,,   37490,,   36825,,  145900,,   74320,,   71580,
"Mother tongue","              Bengali",,    4070,,    2080,,    1985,,    7000,,    3630,,    3370,
"Mother tongue","              Gujarati",,    5390,,    2715,,    2675,,   13140,,    6785,,    6355,
"Mother tongue","              Hindi",,    7050,,    3595,,    3455,,   17055,,    8675,,    8385,
"Mother tongue","              Kashmiri",,      80,,      45,,      40,,     105,,      60,,      50,
"Mother tongue","              Konkani",,     165,,      85,,      85,,     370,,     190,,     185,
"Mother tongue","              Marathi",,     845,,     435,,     410,,    1510,,     775,,     730,
"Mother tongue","              Nepali",,    1925,,    1010,,     915,,    5175,,    2690,,    2490,
"Mother tongue","              Oriya (Odia)",,     100,,      50,,      45,,     190,,     100,,      90,
"Mother tongue","              Punjabi (Panjabi)",,   35780,,   18020,,   17760,,   68695,,   34935,,   33760,
"Mother tongue","              Sindhi",,    1675,,     785,,     890,,    2770,,    1300,,    1475,
"Mother tongue","              Sinhala (Sinhalese)",,     925,,     450,,     470,,    2590,,    1320,,    1265,
"Mother tongue","              Urdu",,   16320,,    8220,,    8095,,   27295,,   13865,,   13430,
"Mother tongue","            Iranian languages",,   11875,,    6170,,    5705,,   19600,,   10235,,    9365,
"Mother tongue","              Kurdish",,     740,,     395,,     345,,    1550,,     845,,     705,
"Mother tongue","              Pashto",,    1610,,     825,,     785,,    2560,,    1320,,    1235,
